Mariage,Mari,Femme,Date,Lieu,Source,Note
[MonoP61167],[64090],,,,,
[MonoP61210],[52790],,,,,
[MonoP61210],[75940],,,,,
[MonoP61225],[77582],,,,,
[MonoP61237],[57607],,,,,
[MonoP61258],[51080],,,,,
[MonoP61275],[77572],,,,,
[MonoP61276],[60529],,,,,
[MonoP61299],[61903],,,,,
[MonoP61354],[55613],,,,,
[MonoP61365],[51346],,,,,
[MonoP61382],[76677],,,,,
[MonoP61419],[60400],,,,,
[MonoP61435],[56215],,,,,
[MonoP61439],[62984],,,,,
[MonoP61514],[77209],,,,,
[MonoP61527],[61885],,,,,
[MonoP61549],[78271],,,,,
[MonoP61576],[84799],,,,,
[MonoP61627],[79029],,,,,
[MonoP61658],[63201],,,,,
[MonoP61685],[84566],,,,,
[MonoP61702],[61928],,,,,
[MonoP62283],[69903],,,,,
[MonoP62360],[57081],,,,,
[MonoP62360],[83180],,,,,
[MonoP62365],[63432],,,,,
[MonoP62365],[75616],,,,,
[MonoP62389],[53365],,,,,
[MonoP62392],[65878],,,,,
[MonoP62398],[90437],,,,,
[MonoP62398],[97654],,,,,
[MonoP62411],[53039],,,,,
[MonoP62412],[62411],,,,,
[MonoP62415],[84433],,,,,
[MonoP62434],[62381],,,,,
[MonoP62466],[62987],,,,,
[MonoP62481],[76054],,,,,
[MonoP62482],[63430],,,,,
[MonoP62492],[56595],,,,,
[MonoP62519],[62356],,,,,
[MonoP62522],[66220],,,,,
[MonoP62571],[52842],,,,,
[MonoP62571],[57142],,,,,
[MonoP62585],[63657],,,,,
[MonoP62652],[62990],,,,,
[MonoP62657],[77183],,,,,
[MonoP62673],[56949],,,,,
[MonoP62673],[69185],,,,,
[MonoP62687],[63687],,,,,
[MonoP62687],[64000],,,,,
[MonoP62689],[63994],,,,,
[MonoP62751],[63451],,,,,
[MonoP62765],[83039],,,,,
[MonoP62805],[62998],,,,,
[MonoP62808],[65975],,,,,
[MonoP62812],[88583],,,,,
[MonoP62826],[76058],,,,,
[MonoP62850],[57959],,,,,
[MonoP62850],[75714],,,,,
[MonoP62850],[78352],,,,,
[MonoP62856],[74042],,,,,
[MonoP62976],[95692],,,,,
[MonoP62976],[99240],,,,,
[MonoP62982],[89665],,,,,
[MonoP62985],[53356],,,,,
[MonoP62986],[63734],,,,,
[MonoP62987],[82026],,,,,
[MonoP62990],[95222],,,,,
[MonoP62995],[62434],,,,,
[MonoP62995],[63860],,,,,
[MonoP62995],[83191],,,,,
[MonoP62995],[83192],,,,,
[MonoP63014],[61285],,,,,
[MonoP63047],[51066],,,,,
[MonoP63049],[77078],,,,,
[MonoP63094],[76071],,,,,
[MonoP63097],[55134],,,,,
[MonoP63097],[57698],,,,,
[MonoP63115],[69178],,,,,
[MonoP63140],[58768],,,,,
[MonoP63151],[70048],,,,,
[MonoP63337],[53351],,,,,
[MonoP63386],[61317],,,,,
[MonoP63396],[53350],,,,,
[MonoP63475],[93435],,,,,
[MonoP63486],[76028],,,,,
[MonoP63532],[61695],,,,,
[MonoP63538],[69132],,,,,
[MonoP63605],[61164],,,,,
[MonoP63605],[62579],,,,,
[MonoP63605],[64474],,,,,
[MonoP63607],[61107],,,,,
[MonoP63607],[62485],,,,,
[MonoP63611],[55841],,,,,
[MonoP63611],[75598],,,,,
[MonoP63617],[61204],,,,,
[MonoP63617],[61211],,,,,
[MonoP63618],[61091],,,,,
[MonoP63618],[76118],,,,,
[MonoP63618],[100060],,,,,
[MonoP63619],[63228],,,,,
[MonoP63621],[56060],,,,,
[MonoP63624],[61183],,,,,
[MonoP63634],[50803],,,,,
[MonoP63634],[63633],,,,,
[MonoP63634],[77516],,,,,
[MonoP63635],[50817],,,,,
[MonoP63637],[55814],,,,,
[MonoP63639],[55897],,,,,
[MonoP63641],[62384],,,,,
[MonoP63645],[55700],,,,,
[MonoP63646],[52101],,,,,
[MonoP63647],[55675],,,,,
[MonoP63651],[52615],,,,,
[MonoP63654],[53289],,,,,
[MonoP63655],[50154],,,,,
[MonoP63655],[97655],,,,,
[MonoP63663],[62425],,,,,
[MonoP63664],[62432],,,,,
[MonoP63664],[93053],,,,,
[MonoP63665],[50765],,,,,
[MonoP63666],[55812],,,,,
[MonoP63666],[61139],,,,,
[MonoP63666],[74994],,,,,
[MonoP63668],[55823],,,,,
[MonoP63669],[51659],,,,,
[MonoP63669],[75011],,,,,
[MonoP63670],[63556],,,,,
[MonoP63671],[52930],,,,,
[MonoP63673],[63706],,,,,
[MonoP63673],[69454],,,,,
[MonoP63674],[77443],,,,,
[MonoP63705],[53944],,,,,
[MonoP63705],[73868],,,,,
[MonoP63713],[58040],,,,,
[MonoP63726],[60798],,,,,
[MonoP63734],[62722],,,,,
[MonoP63756],[54352],,,,,
[MonoP63756],[76037],,,,,
[MonoP63759],[63758],,,,,
[MonoP63762],[51829],,,,,
[MonoP63762],[63991],,,,,
[MonoP63762],[75662],,,,,
[MonoP63762],[100238],,,,,
[MonoP63767],[51861],,,,,
[MonoP63768],[56162],,,,,
[MonoP63778],[63772],,,,,
[MonoP63779],[63778],,,,,
[MonoP63779],[63780],,,,,
[MonoP63783],[56186],,,,,
[MonoP63783],[61148],,,,,
[MonoP63784],[61452],,,,,
[MonoP63785],[52053],,,,,
[MonoP63786],[63555],,,,,
[MonoP63789],[56851],,,,,
[MonoP63789],[63791],,,,,
[MonoP63790],[63789],,,,,
[MonoP63795],[51612],,,,,
[MonoP63795],[69328],,,,,
[MonoP63796],[62736],,,,,
[MonoP63796],[63532],,,,,
[MonoP63797],[56860],,,,,
[MonoP63798],[61412],,,,,
[MonoP63808],[63623],,,,,
[MonoP63808],[63807],,,,,
[MonoP63808],[63831],,,,,
[MonoP63809],[63735],,,,,
[MonoP63809],[63816],,,,,
[MonoP63809],[63842],,,,,
[MonoP63809],[63982],,,,,
[MonoP63812],[51795],,,,,
[MonoP63818],[51617],,,,,
[MonoP63818],[63859],,,,,
[MonoP63818],[63863],,,,,
[MonoP63818],[75293],,,,,
[MonoP63823],[63561],,,,,
[MonoP63823],[64041],,,,,
[MonoP63832],[62777],,,,,
[MonoP63835],[63834],,,,,
[MonoP63835],[69088],,,,,
[MonoP63845],[63844],,,,,
[MonoP63845],[63847],,,,,
[MonoP63857],[63856],,,,,
[MonoP63866],[63865],,,,,
[MonoP63866],[63867],,,,,
[MonoP63869],[63868],,,,,
[MonoP63869],[75755],,,,,
[MonoP63870],[51788],,,,,
[MonoP63872],[63846],,,,,
[MonoP63872],[63870],,,,,
[MonoP63873],[56185],,,,,
[MonoP63879],[61146],,,,,
[MonoP63879],[63878],,,,,
[MonoP63879],[75261],,,,,
[MonoP63879],[75262],,,,,
[MonoP63879],[75264],,,,,
[MonoP63893],[63892],,,,,
[MonoP63896],[57773],,,,,
[MonoP63902],[63901],,,,,
[MonoP63916],[62566],,,,,
[MonoP63916],[63483],,,,,
[MonoP63916],[63915],,,,,
[MonoP63920],[61179],,,,,
[MonoP63926],[63782],,,,,
[MonoP63926],[63925],,,,,
[MonoP63932],[63931],,,,,
[MonoP63932],[97305],,,,,
[MonoP63932],[100259],,,,,
[MonoP63954],[63953],,,,,
[MonoP63954],[81738],,,,,
[MonoP63956],[63955],,,,,
[MonoP63965],[63964],,,,,
[MonoP63969],[63958],,,,,
[MonoP63969],[63968],,,,,
[MonoP63969],[96982],,,,,
[MonoP63969],[74121],,,,,
[MonoP63980],[63979],,,,,
[MonoP63991],[75939],,,,,
[MonoP64008],[62387],,,,,
[MonoP64018],[64007],,,,,
[MonoP64019],[64018],,,,,
[MonoP64020],[64019],,,,,
[MonoP64020],[64021],,,,,
[MonoP64021],[62689],,,,,
[MonoP64031],[63877],,,,,
[MonoP64031],[75873],,,,,
[MonoP64031],[99141],,,,,
[MonoP64033],[55383],,,,,
[MonoP64041],[64040],,,,,
[MonoP64041],[64419],,,,,
[MonoP64041],[69998],,,,,
[MonoP64041],[69999],,,,,
[MonoP64046],[62538],,,,,
[MonoP64046],[67763],,,,,
[MonoP64047],[63501],,,,,
[MonoP64049],[64048],,,,,
[MonoP64051],[64050],,,,,
[MonoP64051],[74958],,,,,
[MonoP64052],[64049],,,,,
[MonoP64052],[64051],,,,,
[MonoP64052],[74960],,,,,
[MonoP64054],[61128],,,,,
[MonoP64054],[74147],,,,,
[MonoP64054],[74237],,,,,
[MonoP64054],[96983],,,,,
[MonoP64055],[62391],,,,,
[MonoP64097],[64192],,,,,
[MonoP64109],[50358],,,,,
[MonoP64125],[69182],,,,,
[MonoP64174],[53986],,,,,
[MonoP64189],[54685],,,,,
[MonoP64192],[68169],,,,,
[MonoP64192],[71098],,,,,
[MonoP64192],[74071],,,,,
[MonoP64212],[54506],,,,,
[MonoP64239],[54993],,,,,
[MonoP64269],[78089],,,,,
[MonoP64352],[54261],,,,,
[MonoP64405],[82223],,,,,
[MonoP64408],[89792],,,,,
[MonoP64447],[54721],,,,,
[MonoP64482],[68527],,,,,
[MonoP64551],[65995],,,,,
[MonoP64570],[54316],,,,,
[MonoP64577],[52875],,,,,
[MonoP64648],[54700],,,,,
[MonoP64648],[75774],,,,,
[MonoP64652],[54753],,,,,
[MonoP64654],[75312],,,,,
[MonoP64666],[68603],,,,,
[MonoP64676],[63139],,,,,
[MonoP64704],[64703],,,,,
[MonoP64704],[82319],,,,,
[MonoP64762],[60342],,,,,
[MonoP64796],[51254],,,,,
[MonoP64899],[68958],,,,,
[MonoP64899],[68966],,,,,
[MonoP65020],[65019],,,,,
[MonoP65020],[65330],,,,,
[MonoP65023],[65017],,,,,
[MonoP65029],[65028],,,,,
[MonoP65039],[65038],,,,,
[MonoP65044],[65043],,,,,
[MonoP65052],[65055],,,,,
[MonoP65054],[65053],,,,,
[MonoP65102],[65100],,,,,
[MonoP65102],[69937],,,,,
[MonoP65102],[74128],,,,,
[MonoP65105],[54157],,,,,
[MonoP65125],[65123],,,,,
[MonoP65127],[65126],,,,,
[MonoP65130],[65129],,,,,
[MonoP65134],[65132],,,,,
[MonoP65135],[54147],,,,,
[MonoP65136],[65133],,,,,
[MonoP65142],[65138],,,,,
[MonoP65145],[65144],,,,,
[MonoP65148],[65147],,,,,
[MonoP65149],[52100],,,,,
[MonoP65157],[65156],,,,,
[MonoP65162],[65160],,,,,
[MonoP65163],[65161],,,,,
[MonoP65165],[65164],,,,,
[MonoP65170],[65155],,,,,
[MonoP65174],[83197],,,,,
[MonoP65185],[52666],,,,,
[MonoP65192],[65190],,,,,
[MonoP65194],[65193],,,,,
[MonoP65195],[65188],,,,,
[MonoP65206],[65205],,,,,
[MonoP65207],[65204],,,,,
[MonoP65208],[68212],,,,,
[MonoP65215],[65213],,,,,
[MonoP65217],[65216],,,,,
[MonoP65226],[65225],,,,,
[MonoP65236],[65233],,,,,
[MonoP65244],[65243],,,,,
[MonoP65256],[65255],,,,,
[MonoP65267],[65266],,,,,
[MonoP65270],[65269],,,,,
[MonoP65279],[58536],,,,,
[MonoP65280],[65278],,,,,
[MonoP65288],[65286],,,,,
[MonoP65288],[65290],,,,,
[MonoP65289],[65287],,,,,
[MonoP65289],[65291],,,,,
[MonoP65306],[65305],,,,,
[MonoP65314],[65313],,,,,
[MonoP65323],[65320],,,,,
[MonoP65326],[65317],,,,,
[MonoP65327],[65318],,,,,
[MonoP65328],[65297],,,,,
[MonoP65329],[65046],,,,,
[MonoP65332],[65047],,,,,
[MonoP65335],[65333],,,,,
[MonoP65336],[65334],,,,,
[MonoP65339],[65337],,,,,
[MonoP65340],[65338],,,,,
[MonoP65342],[65052],,,,,
[MonoP65347],[65345],,,,,
[MonoP65363],[65360],,,,,
[MonoP65364],[65362],,,,,
[MonoP65365],[54822],,,,,
[MonoP65365],[65366],,,,,
[MonoP65374],[65373],,,,,
[MonoP65376],[57043],,,,,
[MonoP65378],[65377],,,,,
[MonoP65382],[54901],,,,,
[MonoP65383],[65382],,,,,
[MonoP65384],[65383],,,,,
[MonoP65385],[85944],,,,,
[MonoP65388],[65387],,,,,
[MonoP65395],[65393],,,,,
[MonoP65395],[65396],,,,,
[MonoP65399],[65398],,,,,
[MonoP65406],[65405],,,,,
[MonoP65420],[65419],,,,,
[MonoP65431],[65424],,,,,
[MonoP65436],[65434],,,,,
[MonoP65437],[65435],,,,,
[MonoP65476],[65475],,,,,
[MonoP65476],[75207],,,,,
[MonoP65483],[65482],,,,,
[MonoP65493],[65489],,,,,
[MonoP65502],[65500],,,,,
[MonoP65503],[65501],,,,,
[MonoP65511],[65510],,,,,
[MonoP65516],[65514],,,,,
[MonoP65519],[65518],,,,,
[MonoP65520],[54610],,,,,
[MonoP65520],[55248],,,,,
[MonoP65527],[65526],,,,,
[MonoP65537],[65536],,,,,
[MonoP65541],[65540],,,,,
[MonoP65552],[65551],,,,,
[MonoP65553],[55300],,,,,
[MonoP65554],[65550],,,,,
[MonoP65557],[65556],,,,,
[MonoP65564],[65561],,,,,
[MonoP65564],[65563],,,,,
[MonoP65564],[65565],,,,,
[MonoP65573],[55537],,,,,
[MonoP65580],[65579],,,,,
[MonoP65581],[65577],,,,,
[MonoP65586],[55754],,,,,
[MonoP65588],[65587],,,,,
[MonoP65591],[65589],,,,,
[MonoP65591],[65592],,,,,
[MonoP65600],[65599],,,,,
[MonoP65601],[55323],,,,,
[MonoP65610],[65609],,,,,
[MonoP65618],[65617],,,,,
[MonoP65622],[65621],,,,,
[MonoP65627],[65626],,,,,
[MonoP65632],[65629],,,,,
[MonoP65640],[65639],,,,,
[MonoP65651],[65650],,,,,
[MonoP65653],[65652],,,,,
[MonoP65659],[65656],,,,,
[MonoP65667],[65666],,,,,
[MonoP65674],[65672],,,,,
[MonoP65676],[61219],,,,,
[MonoP65679],[65677],,,,,
[MonoP65687],[65686],,,,,
[MonoP65698],[65697],,,,,
[MonoP65700],[65699],,,,,
[MonoP65702],[65690],,,,,
[MonoP65704],[65703],,,,,
[MonoP65705],[52793],,,,,
[MonoP65705],[55389],,,,,
[MonoP65707],[65706],,,,,
[MonoP65709],[65708],,,,,
[MonoP65716],[65713],,,,,
[MonoP65721],[65720],,,,,
[MonoP65727],[65726],,,,,
[MonoP65746],[65745],,,,,
[MonoP65752],[65751],,,,,
[MonoP65754],[55408],,,,,
[MonoP65760],[65759],,,,,
[MonoP65763],[65761],,,,,
[MonoP65782],[65781],,,,,
[MonoP65793],[65792],,,,,
[MonoP65797],[65796],,,,,
[MonoP65798],[50232],,,,,
[MonoP65799],[55424],,,,,
[MonoP65799],[65804],,,,,
[MonoP65801],[65800],,,,,
[MonoP65801],[65805],,,,,
[MonoP65807],[65802],,,,,
[MonoP65808],[65803],,,,,
[MonoP65826],[65823],,,,,
[MonoP65828],[65827],,,,,
[MonoP65835],[65831],,,,,
[MonoP65837],[65836],,,,,
[MonoP65840],[55472],,,,,
[MonoP65844],[65843],,,,,
[MonoP65849],[65848],,,,,
[MonoP65854],[55475],,,,,
[MonoP65856],[65855],,,,,
[MonoP65858],[65857],,,,,
[MonoP65860],[97573],,,,,
[MonoP65869],[75156],,,,,
[MonoP65872],[65871],,,,,
[MonoP65875],[65874],,,,,
[MonoP65879],[65876],,,,,
[MonoP65890],[65889],,,,,
[MonoP65891],[64991],,,,,
[MonoP65900],[55514],,,,,
[MonoP65900],[65902],,,,,
[MonoP65907],[65095],,,,,
[MonoP65911],[65910],,,,,
[MonoP65917],[50002],,,,,
[MonoP65920],[65919],,,,,
[MonoP65946],[65094],,,,,
[MonoP65946],[65944],,,,,
[MonoP65948],[50687],,,,,
[MonoP65948],[65093],,,,,
[MonoP65968],[65967],,,,,
[MonoP65974],[65972],,,,,
[MonoP65992],[55538],,,,,
[MonoP65994],[65993],,,,,
[MonoP65998],[65997],,,,,
[MonoP66002],[66001],,,,,
[MonoP66010],[66009],,,,,
[MonoP66013],[66012],,,,,
[MonoP66014],[66011],,,,,
[MonoP66016],[66015],,,,,
[MonoP66019],[66018],,,,,
[MonoP66022],[66021],,,,,
[MonoP66025],[66024],,,,,
[MonoP66026],[66023],,,,,
[MonoP66039],[66038],,,,,
[MonoP66041],[66040],,,,,
[MonoP66043],[66042],,,,,
[MonoP66057],[66056],,,,,
[MonoP66059],[66058],,,,,
[MonoP66060],[55634],,,,,
[MonoP66063],[66062],,,,,
[MonoP66064],[51605],,,,,
[MonoP66068],[66066],,,,,
[MonoP66071],[66070],,,,,
[MonoP66074],[65002],,,,,
[MonoP66075],[66073],,,,,
[MonoP66077],[66076],,,,,
[MonoP66079],[66078],,,,,
[MonoP66083],[66082],,,,,
[MonoP66087],[66085],,,,,
[MonoP66089],[66088],,,,,
[MonoP66094],[55758],,,,,
[MonoP66094],[66097],,,,,
[MonoP66096],[66095],,,,,
[MonoP66100],[66099],,,,,
[MonoP66109],[66108],,,,,
[MonoP66112],[66111],,,,,
[MonoP66119],[66118],,,,,
[MonoP66119],[66120],,,,,
[MonoP66121],[66116],,,,,
[MonoP66199],[66198],,,,,
[MonoP66205],[57151],,,,,
[MonoP66205],[64994],,,,,
[MonoP66207],[66206],,,,,
[MonoP66208],[51297],,,,,
[MonoP66214],[66213],,,,,
[MonoP66222],[66221],,,,,
[MonoP66222],[75713],,,,,
[MonoP66224],[66223],,,,,
[MonoP66226],[66225],,,,,
[MonoP66237],[50264],,,,,
[MonoP66237],[66236],,,,,
[MonoP66242],[64815],,,,,
[MonoP66267],[54389],,,,,
[MonoP66284],[50491],,,,,
[MonoP66284],[54097],,,,,
[MonoP66290],[51299],,,,,
[MonoP66291],[52915],,,,,
[MonoP66292],[66290],,,,,
[MonoP66292],[66291],,,,,
[MonoP66320],[66318],,,,,
[MonoP66324],[55960],,,,,
[MonoP66324],[68524],,,,,
[MonoP66324],[94525],,,,,
[MonoP66325],[55792],,,,,
[MonoP66325],[66326],,,,,
[MonoP66326],[69604],,,,,
[MonoP66328],[66327],,,,,
[MonoP66331],[66330],,,,,
[MonoP66332],[66329],,,,,
[MonoP66334],[66333],,,,,
[MonoP66334],[66335],,,,,
[MonoP66334],[66336],,,,,
[MonoP66338],[66337],,,,,
[MonoP66346],[55798],,,,,
[MonoP66349],[66347],,,,,
[MonoP66353],[66352],,,,,
[MonoP66357],[66356],,,,,
[MonoP66358],[66354],,,,,
[MonoP66359],[66355],,,,,
[MonoP66369],[66366],,,,,
[MonoP66371],[66370],,,,,
[MonoP66372],[55873],,,,,
[MonoP66380],[66378],,,,,
[MonoP66382],[66381],,,,,
[MonoP66398],[66102],,,,,
[MonoP66419],[66418],,,,,
[MonoP66421],[66420],,,,,
[MonoP66425],[55906],,,,,
[MonoP66429],[66428],,,,,
[MonoP66429],[66430],,,,,
[MonoP66441],[65918],,,,,
[MonoP66441],[66439],,,,,
[MonoP66441],[69805],,,,,
[MonoP66441],[69807],,,,,
[MonoP66445],[66444],,,,,
[MonoP66449],[66450],,,,,
[MonoP66450],[66451],,,,,
[MonoP66450],[75216],,,,,
[MonoP66450],[75220],,,,,
[MonoP66457],[66456],,,,,
[MonoP66460],[55590],,,,,
[MonoP66478],[50027],,,,,
[MonoP66480],[50180],,,,,
[MonoP66482],[66481],,,,,
[MonoP66489],[66488],,,,,
[MonoP66493],[66492],,,,,
[MonoP66494],[50216],,,,,
[MonoP66496],[66495],,,,,
[MonoP66500],[51444],,,,,
[MonoP66500],[55825],,,,,
[MonoP66500],[76180],,,,,
[MonoP66501],[55726],,,,,
[MonoP66503],[66502],,,,,
[MonoP66506],[64028],,,,,
[MonoP66507],[66505],,,,,
[MonoP66509],[66197],,,,,
[MonoP66510],[66508],,,,,
[MonoP66515],[55309],,,,,
[MonoP66515],[55536],,,,,
[MonoP66545],[63936],,,,,
[MonoP66546],[63939],,,,,
[MonoP66548],[62567],,,,,
[MonoP66548],[63948],,,,,
[MonoP66551],[64080],,,,,
[MonoP66552],[64426],,,,,
[MonoP66553],[64710],,,,,
[MonoP66557],[98559],,,,,
[MonoP66564],[66563],,,,,
[MonoP66567],[66214],,,,,
[MonoP66568],[66566],,,,,
[MonoP66570],[66569],,,,,
[MonoP66573],[62523],,,,,
[MonoP66573],[66571],,,,,
[MonoP66574],[66572],,,,,
[MonoP66588],[82180],,,,,
[MonoP66603],[66602],,,,,
[MonoP66613],[66612],,,,,
[MonoP66615],[94654],,,,,
[MonoP66629],[63946],,,,,
[MonoP66629],[69096],,,,,
[MonoP66630],[61291],,,,,
[MonoP66632],[66631],,,,,
[MonoP66636],[66635],,,,,
[MonoP66643],[66642],,,,,
[MonoP66648],[66647],,,,,
[MonoP66649],[64070],,,,,
[MonoP66658],[66651],,,,,
[MonoP66658],[75151],,,,,
[MonoP66658],[82486],,,,,
[MonoP66661],[66522],,,,,
[MonoP66662],[55680],,,,,
[MonoP66665],[66660],,,,,
[MonoP66669],[66668],,,,,
[MonoP66672],[66671],,,,,
[MonoP66677],[66674],,,,,
[MonoP66677],[66675],,,,,
[MonoP66681],[63976],,,,,
[MonoP66684],[66682],,,,,
[MonoP66688],[66686],,,,,
[MonoP66693],[66692],,,,,
[MonoP66704],[66703],,,,,
[MonoP66710],[66706],,,,,
[MonoP66712],[66711],,,,,
[MonoP66717],[66714],,,,,
[MonoP66719],[66718],,,,,
[MonoP66722],[55373],,,,,
[MonoP66723],[54169],,,,,
[MonoP66723],[55375],,,,,
[MonoP66725],[66724],,,,,
[MonoP66727],[66726],,,,,
[MonoP66740],[66739],,,,,
[MonoP66743],[66750],,,,,
[MonoP66748],[66744],,,,,
[MonoP66749],[66747],,,,,
[MonoP66754],[66753],,,,,
[MonoP66758],[66756],,,,,
[MonoP66763],[66761],,,,,
[MonoP66764],[66762],,,,,
[MonoP66765],[55447],,,,,
[MonoP66767],[66766],,,,,
[MonoP66775],[55679],,,,,
[MonoP66781],[66780],,,,,
[MonoP66783],[66782],,,,,
[MonoP66785],[66784],,,,,
[MonoP66787],[66786],,,,,
[MonoP66789],[55687],,,,,
[MonoP66792],[66791],,,,,
[MonoP66799],[66796],,,,,
[MonoP66804],[66803],,,,,
[MonoP66810],[66809],,,,,
[MonoP66815],[66814],,,,,
[MonoP66816],[55502],,,,,
[MonoP66818],[66817],,,,,
[MonoP66822],[66820],,,,,
[MonoP66823],[66821],,,,,
[MonoP66826],[52203],,,,,
[MonoP66830],[66298],,,,,
[MonoP66832],[66520],,,,,
[MonoP66834],[66523],,,,,
[MonoP66835],[66524],,,,,
[MonoP66836],[66525],,,,,
[MonoP66837],[66526],,,,,
[MonoP66838],[66528],,,,,
[MonoP66838],[82900],,,,,
[MonoP66840],[66530],,,,,
[MonoP66841],[66532],,,,,
[MonoP66842],[66535],,,,,
[MonoP66843],[63640],,,,,
[MonoP66843],[75644],,,,,
[MonoP66844],[66536],,,,,
[MonoP66848],[66539],,,,,
[MonoP66849],[50827],,,,,
[MonoP66850],[66541],,,,,
[MonoP66851],[66542],,,,,
[MonoP66853],[66852],,,,,
[MonoP66858],[66857],,,,,
[MonoP66864],[66863],,,,,
[MonoP66869],[50824],,,,,
[MonoP66869],[66870],,,,,
[MonoP66873],[50179],,,,,
[MonoP66877],[66876],,,,,
[MonoP66881],[66880],,,,,
[MonoP66890],[66889],,,,,
[MonoP66892],[66891],,,,,
[MonoP66899],[55150],,,,,
[MonoP66901],[66900],,,,,
[MonoP66902],[50883],,,,,
[MonoP66904],[66903],,,,,
[MonoP66915],[66913],,,,,
[MonoP66919],[66917],,,,,
[MonoP66925],[66924],,,,,
[MonoP66926],[50987],,,,,
[MonoP66928],[66927],,,,,
[MonoP66929],[51068],,,,,
[MonoP66931],[66930],,,,,
[MonoP66932],[51085],,,,,
[MonoP66934],[66933],,,,,
[MonoP66941],[66940],,,,,
[MonoP66943],[66942],,,,,
[MonoP66947],[66946],,,,,
[MonoP66972],[65465],,,,,
[MonoP66972],[66975],,,,,
[MonoP66975],[51187],,,,,
[MonoP66976],[65469],,,,,
[MonoP66976],[66972],,,,,
[MonoP66984],[52655],,,,,
[MonoP67010],[51933],,,,,
[MonoP67012],[67011],,,,,
[MonoP67023],[67022],,,,,
[MonoP67024],[52111],,,,,
[MonoP67026],[67025],,,,,
[MonoP67028],[67027],,,,,
[MonoP67033],[67032],,,,,
[MonoP67039],[67038],,,,,
[MonoP67052],[55207],,,,,
[MonoP67055],[67054],,,,,
[MonoP67063],[67062],,,,,
[MonoP67063],[81217],,,,,
[MonoP67063],[81218],,,,,
[MonoP67064],[54649],,,,,
[MonoP67067],[55347],,,,,
[MonoP67068],[55351],,,,,
[MonoP67100],[67099],,,,,
[MonoP67102],[55067],,,,,
[MonoP67104],[67103],,,,,
[MonoP67108],[55070],,,,,
[MonoP67113],[67112],,,,,
[MonoP67117],[55077],,,,,
[MonoP67122],[55079],,,,,
[MonoP67124],[67123],,,,,
[MonoP67128],[67127],,,,,
[MonoP67132],[55092],,,,,
[MonoP67134],[67133],,,,,
[MonoP67138],[67137],,,,,
[MonoP67142],[67141],,,,,
[MonoP67148],[67147],,,,,
[MonoP67155],[67154],,,,,
[MonoP67159],[67158],,,,,
[MonoP67160],[55110],,,,,
[MonoP67168],[67167],,,,,
[MonoP67169],[55113],,,,,
[MonoP67169],[71135],,,,,
[MonoP67177],[67176],,,,,
[MonoP67179],[55123],,,,,
[MonoP67181],[67180],,,,,
[MonoP67182],[55124],,,,,
[MonoP67184],[67183],,,,,
[MonoP67185],[55127],,,,,
[MonoP67186],[55133],,,,,
[MonoP67191],[67190],,,,,
[MonoP67192],[55142],,,,,
[MonoP67194],[67193],,,,,
[MonoP67195],[50003],,,,,
[MonoP67196],[50004],,,,,
[MonoP67214],[67213],,,,,
[MonoP67218],[67217],,,,,
[MonoP67229],[67228],,,,,
[MonoP67230],[55159],,,,,
[MonoP67239],[55172],,,,,
[MonoP67241],[67240],,,,,
[MonoP67248],[67247],,,,,
[MonoP67249],[55184],,,,,
[MonoP67251],[67250],,,,,
[MonoP67258],[67257],,,,,
[MonoP67259],[55193],,,,,
[MonoP67261],[55194],,,,,
[MonoP67263],[55210],,,,,
[MonoP67268],[55212],,,,,
[MonoP67270],[67269],,,,,
[MonoP67277],[67276],,,,,
[MonoP67279],[67278],,,,,
[MonoP67289],[67288],,,,,
[MonoP67301],[67300],,,,,
[MonoP67308],[67307],,,,,
[MonoP67317],[55251],,,,,
[MonoP67319],[67318],,,,,
[MonoP67321],[55257],,,,,
[MonoP67323],[55258],,,,,
[MonoP67325],[67324],,,,,
[MonoP67329],[67328],,,,,
[MonoP67330],[55262],,,,,
[MonoP67334],[67333],,,,,
[MonoP67335],[55269],,,,,
[MonoP67337],[67336],,,,,
[MonoP67338],[55270],,,,,
[MonoP67339],[55276],,,,,
[MonoP67341],[67340],,,,,
[MonoP67342],[55278],,,,,
[MonoP67344],[67343],,,,,
[MonoP67348],[67347],,,,,
[MonoP67349],[55284],,,,,
[MonoP67351],[67350],,,,,
[MonoP67352],[55286],,,,,
[MonoP67353],[55289],,,,,
[MonoP67364],[67363],,,,,
[MonoP67369],[67367],,,,,
[MonoP67370],[67368],,,,,
[MonoP67371],[55301],,,,,
[MonoP67373],[67372],,,,,
[MonoP67384],[55313],,,,,
[MonoP67386],[55315],,,,,
[MonoP67388],[67387],,,,,
[MonoP67410],[55329],,,,,
[MonoP67416],[65620],,,,,
[MonoP67423],[67422],,,,,
[MonoP67430],[67429],,,,,
[MonoP67434],[67433],,,,,
[MonoP67441],[55343],,,,,
[MonoP67445],[55346],,,,,
[MonoP67447],[55348],,,,,
[MonoP67449],[67448],,,,,
[MonoP67453],[67452],,,,,
[MonoP67457],[67456],,,,,
[MonoP67458],[55360],,,,,
[MonoP67460],[67459],,,,,
[MonoP67467],[67466],,,,,
[MonoP67478],[67477],,,,,
[MonoP67482],[67481],,,,,
[MonoP67483],[55376],,,,,
[MonoP67485],[55377],,,,,
[MonoP67487],[67486],,,,,
[MonoP67488],[55378],,,,,
